record_id,customer_id,age,gender,region,employment_status,annual_income,credit_score,loan_type,loan_amount,annual_interest_rate,loan_term_months,loan_status,open_date,last_payment_date,last_payment_amount,balance_remaining,currency,debt_to_income_ratio,risk_band
1521,CUST101521,65,Female,East,Employed,129201,666,Personal,37000,10.79,36,Active,2017-08-30,2020-03-19,1104.25,0.0,USD,0.1122,Medium
1522,CUST101522,66,Male,South,Employed,152482,760,Mortgage,883897,5.4,120,Active,2022-02-22,2024-05-12,7252.62,0.0,USD,0.7515,Low
1523,CUST101523,68,Other,West,Retired,291087,680,Auto,18326,3.47,12,Active,2018-11-19,2018-11-20,1266.86,18326.0,USD,0.0641,Medium
1524,CUST101524,45,Male,Central,Self-employed,47141,804,Credit Card,4381,12.78,360,Active,2018-05-14,2020-02-12,37.33,2329.45,USD,0.0121,Low
1525,CUST101525,22,Female,South,Student,272382,704,Mortgage,1778115,3.05,24,Active,2021-10-16,2021-12-04,54912.09,707606.83,USD,3.3687,Medium
1526,CUST101526,38,Female,East,Self-employed,193365,678,Mortgage,399447,6.02,60,Active,2018-05-19,2022-11-30,7638.02,0.0,USD,0.4795,Medium
1527,CUST101527,63,Other,South,Employed,231940,689,Personal,46572,6.23,180,Active,2024-12-15,2025-08-19,325.16,32613.6,USD,0.0206,Medium
1528,CUST101528,27,Male,West,Student,271867,630,Personal,21955,14.86,36,Active,2015-11-08,2016-02-18,660.65,17397.56,USD,0.0335,High
1529,CUST101529,51,Male,South,Self-employed,91633,558,Credit Card,9551,14.39,36,Active,2016-03-02,2017-03-23,248.13,2001.42,USD,0.043,High
1530,CUST101530,65,Other,North,Employed,79701,735,Personal,14701,8.68,24,Active,2017-10-18,2018-03-31,515.3,10014.81,USD,0.1008,Medium
1531,CUST101531,80,Male,South,Self-employed,147536,732,Student,79267,5.67,60,Closed,2019-01-19,2019-10-02,1307.31,62543.49,USD,0.1237,Medium
1532,CUST101532,37,Other,West,Student,22609,619,Student,117564,4.97,36,Active,2023-12-31,2024-03-14,3804.73,106998.25,USD,1.8693,High
1533,CUST101533,58,Other,West,Self-employed,165085,737,Personal,12622,13.46,60,Active,2019-08-20,2019-11-22,241.96,5367.74,USD,0.0211,Medium
1534,CUST101534,79,Female,East,Unemployed,315027,748,Student,46341,5.85,60,Delinquent,2025-06-03,2025-08-19,646.5,10634.09,USD,0.034,Medium
1535,CUST101535,24,Female,West,Unemployed,134911,724,Student,75987,8.62,240,Active,2020-07-04,2025-08-19,643.11,0.0,USD,0.0592,Medium
1536,CUST101536,62,Other,West,Self-employed,322297,708,Auto,30197,4.01,240,Active,2021-03-05,2025-08-19,139.25,0.0,USD,0.0068,Medium
1537,CUST101537,28,Other,West,Student,123030,755,Auto,52464,3.95,120,Active,2020-03-30,2023-12-05,476.98,15369.13,USD,0.0517,Low
1538,CUST101538,19,Female,North,Student,302276,616,Credit Card,42871,15.07,24,Active,2020-04-17,2020-06-01,2171.99,36630.71,USD,0.0826,High
1539,CUST101539,24,Female,Central,Self-employed,262171,643,Student,59583,6.37,240,Closed,2016-04-19,2024-01-18,336.98,6820.63,USD,0.0201,High
1540,CUST101540,18,Male,East,Retired,341674,684,Credit Card,47634,12.25,36,Active,2019-12-22,2020-10-10,1243.59,20640.99,USD,0.0558,Medium
1541,CUST101541,36,Female,South,Retired,176159,752,Auto,52377,5.25,36,Active,2024-01-13,2024-07-29,1633.94,36620.29,USD,0.1073,Low
1542,CUST101542,31,Male,Central,Employed,261177,790,Personal,1743,8.58,120,Active,2021-04-23,2025-08-19,15.87,0.0,USD,0.001,Low
1543,CUST101543,44,Other,West,Unemployed,317353,689,Student,11704,6.06,60,Active,2018-02-01,2018-09-14,213.01,6945.45,USD,0.0086,Medium
1544,CUST101544,24,Male,East,Retired,34438,634,Credit Card,3220,21.9,24,Active,2017-10-27,2017-12-25,134.99,2051.78,USD,0.0582,High
1545,CUST101545,60,Female,West,Self-employed,163461,703,Mortgage,1831250,4.97,120,Closed,2016-08-18,2017-04-29,20987.01,27384.29,USD,1.4239,Medium
1546,CUST101546,49,Other,South,Employed,58751,629,Personal,38902,13.85,24,Active,2024-04-16,2024-04-16,1938.47,38902.0,USD,0.3809,High
1547,CUST101547,75,Male,South,Retired,314556,758,Student,36213,6.02,12,Active,2024-01-10,2024-02-07,2956.02,33095.94,USD,0.1189,Low
1548,CUST101548,25,Male,East,Retired,192557,672,Auto,17853,3.73,60,Active,2016-06-22,2016-08-23,319.48,9034.28,USD,0.0204,Medium
1549,CUST101549,49,Other,North,Self-employed,304974,686,Student,30921,8.28,24,Active,2024-07-03,2024-08-31,1095.73,9884.62,USD,0.0552,Medium
1550,CUST101550,55,Other,East,Employed,90966,662,Mortgage,438840,6.4,24,Active,2018-11-19,2018-11-26,14705.38,399782.3,USD,2.5762,Medium
1551,CUST101551,37,Female,South,Student,59365,771,Student,129895,8.25,180,Active,2021-02-21,2024-06-11,1315.7,7659.11,USD,0.2547,Low
1552,CUST101552,53,Male,North,Student,178159,713,Student,37011,7.91,120,Active,2017-07-15,2019-05-02,340.25,23145.09,USD,0.0301,Medium
1553,CUST101553,22,Other,South,Employed,195906,717,Auto,60926,3.23,120,Active,2024-10-07,2025-08-19,456.14,34754.95,USD,0.0364,Medium
1554,CUST101554,49,Other,East,Employed,21057,641,Student,22040,8.67,360,Delinquent,2022-03-09,2025-08-19,156.34,0.0,USD,0.0981,High
1555,CUST101555,42,Other,East,Retired,318955,731,Student,96191,8.7,240,Active,2017-12-21,2022-01-20,856.57,17421.51,USD,0.0319,Medium
1556,CUST101556,29,Female,North,Student,101821,686,Personal,27548,10.4,120,Active,2019-12-06,2020-01-07,329.67,0.0,USD,0.0436,Medium
1557,CUST101557,72,Other,East,Employed,136644,721,Student,52194,5.3,360,Active,2024-05-12,2024-05-22,203.28,37122.54,USD,0.0255,Medium
1558,CUST101558,44,Other,Central,Employed,162576,629,Auto,35188,4.76,24,Active,2017-01-01,2017-03-24,1164.22,18248.36,USD,0.1137,High
1559,CUST101559,29,Other,South,Unemployed,26905,707,Auto,78945,3.67,120,Active,2015-12-30,2015-12-31,579.91,78945.0,USD,0.351,Medium
1560,CUST101560,46,Other,North,Self-employed,215572,647,Mortgage,1832337,5.99,180,Active,2017-10-25,2022-10-13,16550.42,580692.34,USD,0.8602,High
1561,CUST101561,55,Male,North,Student,171659,568,Personal,33071,12.68,12,Active,2022-05-09,2023-01-01,2682.5,0.0,USD,0.2061,High
1562,CUST101562,19,Male,North,Unemployed,73648,839,Personal,16898,9.62,180,Closed,2025-05-31,2025-08-19,178.54,11212.28,USD,0.029,Low
1563,CUST101563,24,Other,East,Unemployed,266169,728,Personal,49022,16.61,36,Active,2021-10-24,2021-11-04,1275.89,45545.46,USD,0.0784,Medium
1564,CUST101564,57,Male,North,Student,136398,752,Credit Card,43105,21.23,12,Closed,2023-03-12,2023-05-10,3710.31,31049.71,USD,0.3535,Low
1565,CUST101565,60,Male,North,Self-employed,345354,782,Personal,16699,15.86,240,Active,2022-04-29,2022-08-19,190.82,0.0,USD,0.008,Low
1566,CUST101566,40,Female,East,Retired,319979,613,Credit Card,19235,14.43,12,Active,2024-12-28,2025-05-31,1879.64,8849.3,USD,0.0649,High
1567,CUST101567,37,Female,South,Retired,338629,754,Student,22479,7.64,240,Active,2019-05-11,2024-07-05,145.73,2896.02,USD,0.0065,Low
1568,CUST101568,46,Male,North,Student,186905,637,Auto,64821,5.32,24,Active,2018-12-28,2019-02-25,2156.95,13465.45,USD,0.1832,High
1569,CUST101569,35,Male,West,Student,342943,732,Student,82531,5.35,360,Active,2024-04-25,2025-08-19,490.25,0.0,USD,0.0161,Medium
1570,CUST101570,18,Other,East,Self-employed,146032,651,Mortgage,1708080,3.11,24,Active,2020-09-25,2021-02-01,60498.49,91113.31,USD,6.0396,Medium
1571,CUST101571,78,Female,Central,Employed,191771,705,Personal,39335,17.14,240,Active,2017-08-04,2025-08-19,537.71,0.0,USD,0.0364,Medium
1572,CUST101572,28,Female,West,Employed,145389,742,Personal,45279,13.2,180,Active,2017-09-02,2018-02-18,479.8,12862.81,USD,0.0478,Medium
1573,CUST101573,51,Female,South,Employed,166556,717,Credit Card,40327,13.18,36,Active,2016-10-01,2017-07-30,1471.95,0.0,USD,0.0981,Medium
1574,CUST101574,19,Female,North,Student,263275,718,Mortgage,853260,5.4,36,Closed,2020-03-11,2021-11-19,20168.7,235824.31,USD,1.1726,Medium
1575,CUST101575,71,Male,West,Self-employed,86166,832,Auto,25874,5.94,36,Delinquent,2021-03-31,2021-04-19,717.74,24301.13,USD,0.1095,Low
1576,CUST101576,29,Male,North,Student,69922,718,Credit Card,16686,20.36,60,Active,2019-10-30,2021-02-03,399.0,0.0,USD,0.0764,Medium
1577,CUST101577,18,Male,North,Self-employed,325013,726,Student,43331,4.92,180,Active,2019-11-11,2025-08-19,334.04,0.0,USD,0.0126,Medium
1578,CUST101578,40,Other,East,Employed,255665,721,Auto,39740,3.0,180,Active,2023-10-16,2024-07-21,273.66,24645.96,USD,0.0129,Medium
1579,CUST101579,58,Female,West,Retired,59567,664,Student,80481,8.19,360,Closed,2015-10-13,2019-03-25,491.98,44406.87,USD,0.1211,Medium
1580,CUST101580,30,Other,Central,Employed,62089,687,Student,94124,4.29,36,Active,2023-01-10,2024-11-03,2954.44,10391.77,USD,0.5394,Medium
1581,CUST101581,68,Other,South,Retired,65372,793,Student,148508,4.27,24,Active,2024-07-30,2025-08-19,4681.64,0.0,USD,1.1871,Low
1582,CUST101582,25,Female,West,Retired,251629,696,Personal,17126,7.63,60,Active,2023-04-23,2023-08-27,315.2,6454.91,USD,0.0164,Medium
1583,CUST101583,26,Female,Central,Unemployed,288765,682,Student,26964,4.42,36,Active,2022-06-09,2022-12-23,567.71,11742.48,USD,0.0333,Medium
1584,CUST101584,47,Female,South,Retired,302000,721,Auto,19587,3.73,120,Active,2020-07-17,2023-11-26,188.65,10971.57,USD,0.0078,Medium
1585,CUST101585,57,Male,South,Student,300689,724,Credit Card,14218,22.42,360,Default,2020-04-07,2025-08-19,193.8,0.0,USD,0.0106,Medium
1586,CUST101586,75,Male,Central,Self-employed,41623,717,Student,97562,4.82,240,Closed,2020-01-17,2022-02-08,553.3,50630.87,USD,0.1828,Medium
1587,CUST101587,74,Male,East,Employed,95759,509,Personal,23637,8.65,60,Active,2021-02-13,2025-08-19,411.8,0.0,USD,0.061,High
1588,CUST101588,42,Other,West,Student,156408,706,Credit Card,28909,14.08,120,Active,2024-10-07,2025-08-19,367.04,0.0,USD,0.0345,Medium
1589,CUST101589,37,Female,South,Unemployed,23047,783,Student,144940,8.64,24,Closed,2017-03-29,2017-05-23,6904.73,6389.73,USD,3.4352,Low
1590,CUST101590,66,Female,West,Student,114016,713,Personal,47016,6.26,360,Active,2022-03-11,2025-01-28,282.24,15138.94,USD,0.0305,Medium
1591,CUST101591,26,Other,North,Unemployed,249159,810,Mortgage,490167,3.52,60,Default,2018-12-02,2021-09-07,7891.75,0.0,USD,0.4297,Low
1592,CUST101592,62,Other,North,Unemployed,200821,669,Personal,8616,16.37,120,Active,2023-06-20,2024-01-18,129.29,0.0,USD,0.0087,Medium
1593,CUST101593,51,Male,North,Unemployed,257388,735,Auto,41852,3.68,36,Active,2023-06-01,2023-08-12,1204.46,38162.93,USD,0.0573,Medium
1594,CUST101594,77,Female,West,Student,253448,740,Credit Card,28940,14.61,24,Active,2016-05-23,2016-09-13,1422.32,23348.61,USD,0.0662,Medium
1595,CUST101595,71,Male,Central,Unemployed,283915,843,Credit Card,14339,14.66,60,Active,2020-05-19,2022-11-29,328.51,0.0,USD,0.0143,Low
1596,CUST101596,50,Male,Central,Retired,232583,699,Mortgage,1562368,3.72,12,Active,2025-03-11,2025-05-14,125215.69,898189.52,USD,6.8536,Medium
1597,CUST101597,76,Other,South,Employed,314802,620,Mortgage,338497,6.03,36,Delinquent,2018-07-28,2018-10-31,10953.84,101543.26,USD,0.3927,High
1598,CUST101598,70,Other,North,Employed,76770,757,Mortgage,1096552,4.21,12,Active,2021-09-14,2021-09-14,101016.68,1096552.0,USD,14.6114,Low
1599,CUST101599,66,Other,North,Unemployed,153840,715,Mortgage,670297,3.85,180,Active,2020-03-09,2025-08-19,4102.84,189325.57,USD,0.3828,Medium
1600,CUST101600,30,Other,North,Unemployed,290035,728,Student,88812,5.76,12,Active,2017-11-06,2017-11-06,5658.61,88812.0,USD,0.3158,Medium
1601,CUST101601,42,Female,West,Employed,275358,763,Personal,3365,7.09,12,Active,2017-05-16,2017-12-04,310.17,1325.89,USD,0.0127,Low
1602,CUST101602,51,Other,Central,Self-employed,273615,736,Mortgage,867166,4.81,240,Active,2020-05-24,2025-08-19,6145.42,0.0,USD,0.247,Medium
1603,CUST101603,48,Female,West,Unemployed,323637,750,Auto,30949,4.45,360,Active,2025-05-23,2025-08-19,163.06,27675.19,USD,0.0058,Low
1604,CUST101604,31,Female,South,Unemployed,206928,715,Personal,28655,9.93,36,Active,2021-10-03,2022-06-12,781.34,7410.48,USD,0.0536,Medium
1605,CUST101605,59,Other,Central,Self-employed,168000,641,Auto,22355,4.64,360,Active,2019-05-25,2021-05-03,83.66,0.0,USD,0.0082,High
1606,CUST101606,77,Female,West,Retired,274215,713,Auto,10846,3.53,180,Closed,2017-12-06,2020-07-09,59.94,7738.16,USD,0.0034,Medium
1607,CUST101607,45,Other,Central,Self-employed,153717,647,Mortgage,445204,4.12,180,Active,2019-01-01,2020-03-12,3609.83,83328.74,USD,0.2592,High
1608,CUST101608,70,Male,North,Retired,315857,673,Credit Card,47859,22.98,360,Active,2024-07-14,2025-08-19,809.55,0.0,USD,0.0349,Medium
1609,CUST101609,25,Other,East,Self-employed,187268,558,Mortgage,118077,4.55,24,Active,2017-04-12,2017-04-15,5315.84,107764.12,USD,0.3304,High
1610,CUST101610,30,Female,East,Student,133564,654,Student,128116,4.47,240,Active,2016-12-26,2025-08-19,754.31,0.0,USD,0.0726,Medium
1611,CUST101611,63,Other,West,Unemployed,229065,681,Personal,3666,13.29,240,Closed,2021-07-07,2025-08-19,34.0,0.0,USD,0.0023,Medium
1612,CUST101612,19,Male,Central,Unemployed,99869,673,Student,100559,4.98,360,Closed,2022-08-21,2025-08-19,416.29,45622.41,USD,0.0647,Medium
1613,CUST101613,55,Male,East,Self-employed,347033,738,Personal,46434,9.41,60,Closed,2020-05-12,2020-05-26,811.45,43514.52,USD,0.0337,Medium
1614,CUST101614,55,Male,North,Unemployed,39473,727,Mortgage,932496,5.48,36,Active,2020-05-03,2020-05-03,25378.36,932496.0,USD,8.5575,Medium
1615,CUST101615,54,Other,South,Unemployed,265747,804,Credit Card,14323,14.87,120,Active,2021-05-01,2025-05-01,180.0,0.0,USD,0.0104,Low
1616,CUST101616,29,Male,East,Retired,231245,696,Personal,26192,8.91,240,Active,2022-09-29,2025-08-19,227.47,3011.91,USD,0.0122,Medium
1617,CUST101617,74,Male,North,Student,92723,755,Personal,10584,15.34,36,Closed,2019-02-13,2020-08-17,307.18,1367.44,USD,0.0477,Low
1618,CUST101618,55,Male,West,Self-employed,172095,773,Auto,12725,4.91,12,Closed,2016-08-09,2016-11-02,1087.21,8369.68,USD,0.0759,Low
1619,CUST101619,38,Male,Central,Employed,313327,737,Auto,74947,6.07,240,Active,2022-12-12,2025-08-19,390.3,47408.3,USD,0.0207,Medium
1620,CUST101620,33,Female,West,Self-employed,219957,742,Auto,11686,3.31,12,Active,2016-04-10,2016-04-29,927.67,780.8,USD,0.0541,Medium
1621,CUST101621,33,Male,Central,Student,293175,703,Credit Card,43185,24.77,60,Active,2019-05-28,2020-12-18,915.74,0.0,USD,0.0516,Medium
1622,CUST101622,66,Male,Central,Employed,345917,725,Personal,47286,8.65,360,Active,2020-04-25,2022-04-20,293.79,0.0,USD,0.0128,Medium
1623,CUST101623,76,Other,North,Retired,63173,657,Student,141292,4.33,120,Closed,2024-05-20,2025-08-19,1587.24,57030.94,USD,0.276,Medium
1624,CUST101624,72,Male,East,Self-employed,58613,769,Mortgage,1907782,5.15,360,Active,2017-11-29,2025-08-19,9870.03,0.0,USD,2.1327,Low
1625,CUST101625,53,Other,North,Unemployed,93364,743,Student,112005,7.67,180,Active,2022-11-25,2023-06-06,1040.12,104660.95,USD,0.1348,Medium
1626,CUST101626,48,Other,North,Retired,279648,683,Auto,79569,4.9,60,Active,2020-03-23,2021-07-19,1307.65,0.0,USD,0.0643,Medium
1627,CUST101627,40,Male,North,Student,104654,693,Credit Card,11414,14.39,240,Active,2020-07-07,2025-08-19,149.87,0.0,USD,0.0166,Medium
1628,CUST101628,62,Male,West,Student,64892,677,Credit Card,45300,23.6,12,Closed,2020-11-02,2021-01-15,3990.48,28200.86,USD,0.7905,Medium
1629,CUST101629,54,Other,North,Self-employed,189585,668,Student,44922,6.17,360,Active,2019-11-26,2020-06-17,252.21,3508.83,USD,0.0174,Medium
1630,CUST101630,79,Other,Central,Employed,186245,630,Student,91418,6.41,60,Delinquent,2022-01-18,2022-05-03,1348.68,84278.61,USD,0.115,High
1631,CUST101631,73,Female,East,Employed,300170,703,Mortgage,1864781,6.42,240,Active,2016-01-30,2016-12-28,11666.24,1671362.35,USD,0.5523,Medium
1632,CUST101632,29,Female,East,Retired,114868,704,Student,96640,7.2,12,Active,2022-08-30,2022-11-20,5915.38,71527.43,USD,0.8745,Medium
1633,CUST101633,25,Male,South,Unemployed,26916,608,Mortgage,1134750,3.96,12,Active,2020-02-21,2020-08-15,73388.8,168718.83,USD,43.0687,High
1634,CUST101634,30,Female,Central,Self-employed,82424,714,Auto,15485,3.05,360,Closed,2022-10-21,2023-01-10,70.71,8914.63,USD,0.0096,Medium
1635,CUST101635,68,Male,West,Student,92819,573,Student,100284,5.2,120,Closed,2015-12-01,2019-07-30,963.92,4742.68,USD,0.1388,High
1636,CUST101636,23,Other,East,Unemployed,225011,676,Student,72033,4.25,240,Active,2021-09-22,2025-08-19,453.01,0.0,USD,0.0238,Medium
1637,CUST101637,78,Female,South,Unemployed,193175,732,Student,148909,8.88,240,Active,2019-08-10,2025-08-19,1035.35,0.0,USD,0.0825,Medium
1638,CUST101638,30,Female,Central,Self-employed,205164,792,Student,61579,6.17,240,Active,2024-12-11,2025-08-19,369.09,27589.4,USD,0.0262,Low
1639,CUST101639,69,Female,West,Unemployed,295002,660,Credit Card,20053,15.17,240,Active,2024-04-15,2025-08-19,246.41,0.0,USD,0.0108,Medium
1640,CUST101640,37,Male,West,Retired,196798,600,Personal,48233,6.38,36,Active,2021-08-09,2022-03-02,1306.54,23146.77,USD,0.09,High
1641,CUST101641,47,Male,East,Self-employed,336412,761,Student,122135,5.14,360,Closed,2017-03-25,2025-08-19,538.14,0.0,USD,0.0238,Low
1642,CUST101642,40,Other,North,Self-employed,314769,615,Personal,8204,10.25,36,Active,2023-05-14,2023-05-15,291.45,8204.0,USD,0.0101,High
1643,CUST101643,53,Male,East,Self-employed,200049,669,Student,74421,7.86,60,Closed,2024-11-18,2025-08-19,1348.48,53364.89,USD,0.0902,Medium
1644,CUST101644,66,Female,South,Employed,72727,647,Personal,38755,6.35,36,Closed,2020-02-19,2020-08-26,1249.12,12681.53,USD,0.1956,High
1645,CUST101645,27,Other,West,Student,116038,748,Mortgage,1198011,4.27,60,Active,2021-07-25,2022-05-04,21897.76,931497.39,USD,2.2968,Medium
1646,CUST101646,79,Male,East,Student,41484,731,Personal,7145,6.94,120,Active,2019-07-01,2023-07-04,68.26,0.0,USD,0.0239,Medium
1647,CUST101647,62,Male,West,Self-employed,268463,689,Student,70583,5.93,36,Active,2025-02-14,2025-05-06,2214.07,59857.83,USD,0.0959,Medium
1648,CUST101648,64,Other,South,Student,154914,747,Student,12535,6.57,24,Active,2021-05-15,2022-08-10,478.82,1359.32,USD,0.0433,Medium
1649,CUST101649,21,Female,Central,Self-employed,63954,718,Mortgage,1756958,5.95,180,Active,2016-06-19,2024-10-25,13265.87,116512.18,USD,2.773,Medium
1650,CUST101650,63,Female,Central,Retired,303038,689,Mortgage,463317,6.33,60,Active,2018-10-13,2020-01-25,9309.39,11892.91,USD,0.3575,Medium
1651,CUST101651,79,Male,East,Retired,200437,674,Auto,58404,5.13,60,Active,2020-02-18,2021-02-27,794.38,37396.89,USD,0.0662,Medium
1652,CUST101652,68,Other,South,Employed,149140,652,Personal,29938,10.54,36,Active,2022-06-09,2022-06-23,961.29,26043.51,USD,0.0783,Medium
1653,CUST101653,36,Other,East,Self-employed,64606,707,Personal,17300,11.23,180,Closed,2018-02-28,2018-04-08,194.01,13118.12,USD,0.037,Medium
1654,CUST101654,60,Other,West,Student,82234,720,Mortgage,955638,3.51,24,Delinquent,2023-03-10,2024-01-13,30992.69,377572.35,USD,6.0253,Medium
1655,CUST101655,69,Male,West,Self-employed,104789,706,Auto,20928,5.6,360,Active,2018-03-15,2025-03-07,91.63,0.0,USD,0.0138,Medium
1656,CUST101656,54,Male,East,Student,134206,732,Student,34860,7.86,180,Active,2017-03-04,2025-08-19,321.4,0.0,USD,0.0295,Medium
1657,CUST101657,36,Female,Central,Retired,62454,683,Personal,18967,9.81,12,Active,2024-09-16,2024-09-16,1253.32,15635.35,USD,0.3201,Medium
1658,CUST101658,51,Male,Central,Student,310954,802,Personal,42808,10.15,12,Active,2017-07-18,2017-12-26,3394.36,8909.59,USD,0.1454,Low
1659,CUST101659,33,Other,North,Unemployed,24461,738,Auto,45801,4.43,360,Active,2023-04-04,2025-08-19,218.7,4831.48,USD,0.1129,Medium
1660,CUST101660,33,Female,Central,Retired,70467,801,Student,50225,4.36,180,Active,2016-10-05,2018-02-17,309.2,26625.69,USD,0.0648,Low
1661,CUST101661,28,Male,North,Employed,143218,708,Personal,16469,8.09,60,Active,2023-04-28,2023-10-02,352.24,1075.48,USD,0.028,Medium
1662,CUST101662,64,Other,West,Self-employed,237755,746,Credit Card,45350,20.68,24,Active,2022-11-29,2024-04-02,2546.58,0.0,USD,0.1173,Medium
1663,CUST101663,47,Other,Central,Retired,180566,726,Auto,16051,3.15,180,Active,2017-02-02,2017-10-23,109.71,13810.86,USD,0.0074,Medium
1664,CUST101664,48,Male,West,Employed,247384,639,Mortgage,1766094,5.29,180,Active,2016-10-21,2018-01-07,12576.26,1111311.22,USD,0.6905,High
1665,CUST101665,25,Other,North,Retired,158847,744,Personal,24813,11.04,360,Active,2017-03-24,2025-08-19,198.56,0.0,USD,0.0179,Medium
1666,CUST101666,29,Female,West,Student,61024,650,Mortgage,1543047,5.64,240,Active,2024-01-19,2025-08-19,8548.72,1156522.0,USD,2.1113,Medium
1667,CUST101667,65,Female,West,Student,305161,682,Mortgage,510197,4.91,360,Active,2024-01-08,2025-01-23,2077.46,114412.36,USD,0.1066,Medium
1668,CUST101668,77,Other,East,Student,56095,604,Student,51113,6.47,60,Active,2023-10-18,2023-10-18,818.22,38121.24,USD,0.2138,High
1669,CUST101669,47,Female,North,Unemployed,111286,714,Auto,48734,4.79,24,Active,2022-05-18,2023-02-14,2122.46,23132.62,USD,0.2301,Medium
1670,CUST101670,34,Female,North,Unemployed,223580,658,Credit Card,26395,19.71,360,Closed,2015-11-19,2020-02-11,400.2,0.0,USD,0.0233,Medium
1671,CUST101671,32,Male,North,Unemployed,303788,609,Auto,62633,5.55,24,Active,2024-03-22,2025-01-11,3012.53,32237.25,USD,0.1092,High
1672,CUST101672,79,Other,Central,Employed,107905,698,Personal,40210,8.68,24,Delinquent,2016-02-16,2016-02-28,1557.98,25561.32,USD,0.2036,Medium
1673,CUST101673,24,Male,Central,Student,109306,654,Student,37526,6.59,12,Active,2016-08-14,2016-09-12,2846.39,11606.69,USD,0.3557,Medium
1674,CUST101674,43,Other,North,Student,195461,738,Credit Card,44002,15.28,360,Active,2018-10-31,2025-08-19,537.77,0.0,USD,0.0348,Medium
1675,CUST101675,73,Male,North,Student,85136,611,Student,93015,8.94,180,Active,2021-06-07,2022-12-25,891.15,70452.53,USD,0.1325,High
1676,CUST101676,75,Male,West,Employed,278220,550,Personal,27632,16.34,24,Active,2020-03-18,2020-04-11,1041.52,19487.35,USD,0.0585,High
1677,CUST101677,71,Female,West,Self-employed,237274,598,Credit Card,27903,14.83,24,Active,2016-08-19,2017-03-23,1229.41,3590.93,USD,0.0683,High
1678,CUST101678,55,Other,North,Student,298083,623,Auto,25062,4.36,60,Active,2020-05-13,2021-01-14,475.38,0.0,USD,0.0187,High
1679,CUST101679,73,Other,East,Unemployed,323245,650,Mortgage,608921,4.67,36,Closed,2022-05-20,2023-03-18,15410.95,209404.82,USD,0.6742,Medium
1680,CUST101680,50,Male,East,Student,142903,729,Auto,73154,5.98,60,Active,2022-05-29,2023-04-09,1071.79,16610.34,USD,0.1187,Medium
1681,CUST101681,39,Male,West,Unemployed,56563,814,Auto,52293,4.95,24,Closed,2022-09-11,2023-05-29,2368.27,0.0,USD,0.4865,Low
1682,CUST101682,75,Male,North,Self-employed,118497,689,Credit Card,26897,15.03,120,Active,2019-08-27,2019-12-05,447.44,12560.58,USD,0.044,Medium
1683,CUST101683,38,Male,North,Unemployed,224268,777,Credit Card,44350,21.58,12,Active,2022-12-07,2023-07-14,4052.09,7072.44,USD,0.2216,Low
1684,CUST101684,55,Other,West,Self-employed,165524,826,Student,131734,7.18,60,Active,2019-04-29,2019-11-05,2272.36,24326.59,USD,0.1899,Low
1685,CUST101685,31,Male,Central,Student,120720,781,Student,40673,4.61,60,Active,2023-07-25,2023-08-05,747.03,26987.54,USD,0.0756,Low
1686,CUST101686,28,Other,South,Unemployed,69313,740,Auto,18038,4.44,60,Active,2017-09-17,2019-01-10,293.33,2591.62,USD,0.0581,Medium
1687,CUST101687,75,Other,North,Unemployed,172142,666,Credit Card,18743,14.02,12,Closed,2017-05-27,2017-10-17,1342.84,229.38,USD,0.1173,Medium
1688,CUST101688,41,Male,Central,Unemployed,250276,669,Mortgage,347496,5.34,240,Active,2023-01-04,2023-06-25,2044.41,309750.6,USD,0.1131,Medium
1689,CUST101689,54,Female,North,Unemployed,279518,659,Credit Card,47313,12.84,60,Active,2020-11-17,2020-12-07,884.31,45167.71,USD,0.046,Medium
1690,CUST101690,38,Male,Central,Employed,286637,751,Mortgage,1499633,6.16,24,Active,2015-12-11,2016-07-02,55077.19,168176.62,USD,2.7871,Low
1691,CUST101691,65,Other,Central,Self-employed,38472,716,Student,105199,7.56,240,Closed,2022-03-06,2025-08-19,800.24,0.0,USD,0.2655,Medium
1692,CUST101692,54,Female,South,Self-employed,301678,672,Mortgage,1850627,3.23,60,Closed,2022-06-19,2022-07-22,34590.25,412585.25,USD,1.3303,Medium
1693,CUST101693,68,Female,South,Unemployed,98012,665,Auto,77159,5.61,120,Active,2020-03-27,2020-10-19,860.43,56960.85,USD,0.103,Medium
1694,CUST101694,32,Male,East,Self-employed,267799,739,Credit Card,17672,21.51,240,Active,2024-05-04,2025-08-19,329.25,0.0,USD,0.0144,Medium
1695,CUST101695,53,Male,West,Retired,90019,708,Student,75513,5.02,12,Closed,2022-02-11,2022-03-24,7044.66,43187.15,USD,0.8618,Medium
1696,CUST101696,58,Other,Central,Unemployed,339175,694,Mortgage,621642,4.99,240,Active,2018-10-25,2021-03-01,3398.53,281414.31,USD,0.145,Medium
1697,CUST101697,43,Female,North,Unemployed,260075,614,Auto,10593,3.13,180,Active,2018-09-17,2020-04-02,66.69,8083.21,USD,0.0034,High
1698,CUST101698,36,Other,Central,Student,217809,702,Student,146267,7.06,120,Active,2020-10-05,2020-10-31,1669.3,142861.38,USD,0.0938,Medium
1699,CUST101699,59,Male,West,Retired,46995,642,Student,26505,4.4,60,Delinquent,2024-08-04,2025-04-27,502.02,10238.35,USD,0.1259,High
1700,CUST101700,46,Male,East,Student,271886,758,Personal,1003,13.83,24,Active,2021-09-22,2023-02-21,41.78,0.0,USD,0.0021,Low
